Company,ROC ,Incorporation_year,Industry_group_code,Industry_type,NIC_name,Main_product,NIC_code,decile,ISIN 
Alembic Pharmaceuticals Ltd.,04-61123,2010,1.01012E+14,1,Manufacture of other pharmaceutical and botanical products n.e.c. like hina powder etc.,"Pharmaceutical products, nec",21009,Decile 1,INE901L01018
Alexander Stamps & Coin Ltd.,04-93816,1992,1.0104E+14,1,Other non-specialised wholesale trade n.e.c.,Wholesale trade in miscellaneous manufactured articles,46909,Decile 8,INE191N01012
Alfa Ica (India) Ltd.,04-16763,1991,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)","Sheets, films, etc. of plastic, not reinforced",22201,Decile 6,INE042C01010
Alfa Transformers Ltd.,15-1151,1982,1.01014E+14,1,"Manufacture of electric power distribution transformers, arc-welding transformers, fluorescent ballasts, transmission and distribution voltage regulators",Transformers,27102,Decile 6,INE209C01015
Alfavision Overseas (India) Ltd.,Oct-75,1994,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in cotton & cotton textiles,46411,Decile 6,INE883B01019
Alicon Castalloy Ltd.,60-59487,1990,1.01014E+14,1,Casting of non-ferrous metals,Aluminium castings,24320,Decile 2,INE062D01024
Alka Diamond Inds. Ltd.,11-53685,1989,1.0104E+14,1,Wholesale of precious metals and jewellery,Wholesale trade in jewellery,46498,Decile 8,INE963D01015
Alka India Ltd.,11-168521,1993,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 6,INE061B01020
Alkali Metals Ltd.,62-1196,1968,1.01012E+14,1,Manufacture of basic chemical elements,Sodium,20116,Decile 5,INE773I01017
Alkem Laboratories Ltd.,11-174201,1973,1.01012E+14,1,Manufacture of allopathic pharmaceutical preparations,Drug formulations,21002,Decile 1,INE540L01014
Alkyl Amines Chemicals Ltd.,11-21796,1979,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Other amine function compounds,20119,Decile 2,INE150B01021
All Metal Process Inds. Ltd.,11-51219,1985,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Articles of iron & steel,25999,Decile 7,INE528901015
Allcargo Logistics Ltd.,11-73508,1993,1.01041E+14,1,Support activities for transportation,Cargo handling,522,Decile 1,INE418H01029
Alliance Integrated Metaliks Ltd.,55-35409,1989,1.01014E+14,1,Manufacture of other fabricated metal products n.e.c.,Other fabricated metal products,25999,Decile 2,INE123D01016
Allied Computers Intl. (Asia) Ltd.,11-135829,2002,1.0104E+14,1,Wholesale of computers and computer peripheral equipment,Wholesale trade in computer systems and peripherals,46511,Decile 4,INE335I01056
Allied Digital Services Ltd.,11-85488,1995,1.01041E+14,1,Providing software support and maintenance to the clients,Software services,62013,Decile 3,INE102I01027
Allsec Technologies Ltd.,18-41033,1998,1.01041E+14,1,Other information service activities n.e.c.,Information technology enabled service/BPO,63999,Decile 4,INE835G01018
Alna Trading & Exports Ltd.,11-25145,1981,1.0104E+14,1,"Wholesale of tea, coffee & cocoa",Wholesale trade in coffee,46306,Decile 9,
Alok Industries Ltd.,54-334,1986,1.01012E+14,1,Finishing of cotton and blended cotton textiles.,Cotton textiles,13131,Decile 1,INE270A01011
Alpa Laboratories Ltd.,Oct-46,1988,1.01012E+14,1,"Manufacture of pharmaceuticals, medicinal chemical and botanical products","Drugs, medicines & allied products",2100,Decile 5,INE385I01010
Alpha Hi-Tech Fuel Ltd.,04-18889,1993,1.01012E+14,1,"Manufacture  of  various  other  chemical  products  n.e.c.(antiknock preparations, anti-freeze preparations, liquids for hydraulic transmission, composite diagnostic or laboratory reagents, writing or drawing ink, chemical substance used in manufacturing of pesticides and other chemical products)",Bio-fuel,20299,Decile 9,INE506B01016
Alphageo (India) Ltd.,62-7580,1987,1.0106E+14,1,"Site preparation including drilling, boring and core sampling for construction, geophysical, geological or similar purposes",Offshore drilling,43122,Decile 4,INE137C01018
Alpine Housing Devp. Corpn. Ltd.,08-13174,1992,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 4,INE840D01015
Alps Industries Ltd.,20-3544,1972,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE093B01015
Alstone Textiles (India) Ltd.,55-21037,1985,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 5,INE184S01016
Alufluoride Ltd.,Jan-96,1984,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Aluminium fluoride,20119,Decile 6,INE058F01019
Amal Ltd.,11-17594,1974,1.01012E+14,1,Manufacture of inorganic acids except nitric acid,Sulphuric acid,20112,Decile 7,INE841D01013
Amalgamated Electricity Co. Ltd.,Nov-97,1936,1.01042E+14,1,Management consultancy activities,Management consultancy services,70200,Decile 10,INE492N01014
Amani Trading & Exports Ltd.,04-20026,1984,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 8,INE886D01018
Amar Remedies Ltd.,11-32687,1984,1.01013E+14,1,"Manufacture of preparations for oral or dental hygiene (includes manufacture of toothpastes, toothpowder, mouthwash, oral, perfumes, dental fixative pastes and powders etc.)",Tooth paste,20235,Decile 1,INE787G01011
Amara Raja Batteries Ltd.,Jan-05,1985,1.01015E+14,1,"Manufacture of primary cells and primary batteries nd rechargable batteries, cells containing manganese oxide, mercuric oxide silver oxide or other material",Storage batteries,27201,Decile 1,INE885A01032
Amarjothi Spinning Mills Ltd.,61-2090,1987,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 4,INE484D01012
Amaze Entertech Ltd.,11-255933,1989,1.01041E+14,1,Providing software support and maintenance to the clients,Information technology,62013,Decile 10,INE011E01029
Amba Enterprises Ltd.,11-67004,1992,1.01014E+14,1,Manufacture of metal-forming machinery and machine tools n.e.c,Forging or die-stamping machines & hammers,28229,Decile 7,INE829P01020
Ambalal Sarabhai Enterprises Ltd.,Apr-59,1978,1.01016E+14,1,Diversified,Diversified,34,Decile 5,INE432A01017
Ambani Organics Ltd.,11-36774,1985,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 6,INE00C501018
Ambar Protein Inds. Ltd.,04-18758,1992,1.01011E+14,1,Manufacture of vegetable oils and fats excluding corn oil,Cotton seed oil,10402,Decile 5,INE072V01017
Amber Enterprises India Ltd.,16-10265,1990,1.01013E+14,1,"Manufacture of other general purpose machinery n.e.c. ( fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use; calendering or other rolling machines other than for metals or glass; gaskets and similar joints made of a combination of materials or layers of the same material and other general purpose machinery including Manufacture of parts and accessories for general purpose machinery and equipment.)",Accessories of air conditioners & refrigerators,28199,Decile 1,INE371P01015
Amber Fabrics Ltd.,08-87279,1978,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 8,INE777E01017
Ambica Agarbathies Aroma & Inds. Ltd.,01-20077,1995,1.0104E+14,1,"Wholesale of toiletry, perfumery and cosmetics","Wholesale trade in cosmetics, toilet preparations, soap and washing preparations",46491,Decile 5,INE792B01012
Ambika Cotton Mills Ltd.,61-2269,1988,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 2,INE540G01014
Ambition Mica Ltd.,04-59931,2010,1.01012E+14,1,"Manufacture of semi-finished of plastic products (plastic plates, sheets, blocks, film, foil, strip etc.)",Plastic laminated sheets,22201,Decile 6,INE563S01011
Ambuja Cements Ltd.,Apr-17,1981,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 1,INE079A01024
Amco India Ltd.,55-29035,1987,1.01014E+14,1,Manufacture of Aluminium from alumina and by other methods and products of aluminium and alloys,Aluminium foils,24202,Decile 5,INE924B01011
Amin Tannery Ltd.,20-55834,2013,1.01013E+14,1,Tanning and finishing of industrial leather,Finished leather,15113,,INE572Z01017
Amines & Plasticizers Ltd.,02-1446,1973,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Ethanolamines,20119,Decile 3,INE275D01022
Amit Securities Ltd.,11-67266,1992,1.0104E+14,1,Wholesale of metals and metal ores,Wholesale trade in aluminium &  products,46620,Decile 8,INE137E01014
Amit Spinning Inds. Ltd.,55-171468,1991,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 6,INE988A01026
Amradeep Industries Ltd.,Apr-95,1984,1.0104E+14,1,"Activities of commission agents, brokers dealing in wholesale trade of agricultural raw material, live animals, food, beverages, intoxicants and textiles",Wholesale trade in agricultural crops,46101,Decile 9,INE673C01020
Amrapali Industries Ltd.,04-10674,1988,1.0104E+14,1,Wholesale of precious metals and jewellery,Wholesale trade in gold,46498,Decile 5,INE762C01021
Amrit Corp. Ltd.,20-946,1940,1.01011E+14,1,Production of milk from cows or buffaloes,Milk,1412,Decile 4,INE866E01026
Amrutanjan Health Care Ltd.,18-17,1936,1.01012E+14,1,Manufacture of 'ayurvedic' or 'unani' pharmaceutical preparation,Ayurvedic & unani medicaments,21003,Decile 4,INE098F01031
Amsons Apparels Ltd.,55-122266,2003,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 7,INE812P01018
Amtek Auto Ltd.,05-30333,1988,1.01015E+14,1,Manufacture of other attachments to motor vehicles n.e.c.,"Automobile ancillaries, nec",29209,Decile 1,INE130C01021
Anand Projects Ltd.,20-48200,1936,1.01042E+14,1,Architectural and engineering activities and related technical consultancy,Technical consultancy & engineering services,71100,Decile 2,INE134R01013
Anant Raj Ltd.,05-21622,1985,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE242C01024
Andhra Cements Ltd.,Jan-79,1936,1.01013E+14,1,Manufacture of clinkers and cement,Cement,23941,Decile 2,INE666E01012
Andhra Petrochemicals Ltd.,Jan-35,1984,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Alcohols & their derivatives,20119,Decile 3,INE714B01016
Andhra Pradesh Tanneries Ltd.,01-1711,1974,1.01012E+14,1,Manufacture of Chemicals and Chemical products,Chemicals & chemical products,20,Decile 10,INE628Y01010
Andhra Sugars Ltd.,01-326,1947,1.01012E+14,1,Manufacture of organic and inorganic chemical compounds n.e.c.,Inorganic chemicals,20119,Decile 1,INE715B01013
Andrew Yule & Co. Ltd.,21-3229,1919,1.01011E+14,1,Processing and blending of tea including Manufacture of instant tea,"Tea, processed",10791,Decile 2,INE449C01025
Angel Fibers Ltd.,04-78738,2014,1.01012E+14,1,Preparation and spinning of cotton fiber including blended* cotton,Cotton yarn,13111,Decile 5,INE339Z01011
Ani Integrated Services Ltd.,11-184326,2008,1.01042E+14,1,Activities of employment placement agencies,Placement & HR consultancy service,78100,Decile 6,INE635Y01015
Anik Industries Ltd.,11-136836,1976,1.0104E+14,1,Whole sale of other agriculture raw materials n.e.c.,Wholesale trade in food & agro-based products,46209,Decile 2,INE087B01017
Anil Ltd.,04-19895,1993,1.01012E+14,1,"Manufacture of gelatine and its derivatives, resinoids, glues, prepared adhesives, including rubber-based glues and adhesives","Starches modified, adhesives, etc.",20295,Decile 1,INE125E01019
Anisha Impex Ltd.,55-102506,1999,1.0104E+14,1,Retail sale of textiles in specialized stores,Retail trade in textiles & apparels,47510,Decile 6,INE084Q01012
Anjani Portland Cement Ltd.,11-265166,1983,1.01013E+14,1,"Manufacture of portland cement, aluminous cement, slag cement and similar hydraulic cement",Ordinary portland cement,23942,Decile 3,INE071F01012
Anjani Synthetics Ltd.,Apr-48,1984,1.01012E+14,1,"Weaving, Manufacture of cotton and cotton mixture fabrics.",Cotton fabrics,13121,Decile 3,INE364D01032
Anka India Ltd.,05-33268,1994,1.0104E+14,1,Retail sale of non-customized software,Retail trade in readymade software products,47413,Decile 10,INE067C01025
Ankit Metal & Power Ltd.,21-94979,2002,1.01014E+14,1,Manufacture of direct reduction of iron (sponge iron) and other spongy ferrous products,Sponge iron,24102,Decile 1,INE106I01010
Ankush Finstock Ltd.,04-19936,1993,1.0104E+14,1,"Wholesale of textiles, fabrics, yarn, household linen, articles of clothing, floor coverings and tapestry, sports clothes",Wholesale trade in textiles & apparels,46411,Decile 9,INE784D01015
Ansal Buildwell Ltd.,55-17225,1983,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 4,INE030C01015
Ansal Housing & Construction Ltd.,55-16821,1983,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Housing real estate,41001,Decile 1,INE880B01015
Ansal Properties & Infrastructure Ltd.,55-4759,1967,1.0106E+14,1,Construction of buildings carried out on own-account basis or on a fee or contract basis,Real estate,41001,Decile 1,INE436A01026
Anshuni Commercials Ltd.,11-34879,1984,1.0104E+14,1,Wholesale of precious stones,Wholesale trade in diamonds,46697,Decile 9,INE425H01016
Antarctica Ltd.,21-51949,1991,1.01013E+14,1,Manufacture of other paper products n.e.c.,Other printed matter,17099,Decile 7,INE414B01021
Anubhav Infrastructure Ltd.,21-107433,2006,1.0106E+14,1,Other civil engineering projects n.e.c.,Infrastructure construction,42909,Decile 4,INE891N01017
Anuh Pharma Ltd.,11-11586,1960,1.01012E+14,1,"Manufacture  of  medicinal  substances  used  in  the  manufacture  of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc.",Antibiotics,21001,Decile 3,INE489G01022
Anup Malleables Ltd.,21-33923,1981,1.01015E+14,1,"Manufacture of self-propelled railway or tramway coaches, vans and trucks, maintenance or service vehicles","Railway wagons, coaches, luggage vans, etc.",30202,Decile 6,INE188O01016
Apar Industries Ltd.,04-12802,1989,1.01014E+14,1,"Manufacture of other electronic and electric wires and cables (insulated wire and cable made of steel, copper, aluminium)","Wires & cables, insulated",27320,Decile 1,INE372A01015
Apcotex Industries Ltd.,11-39199,1986,1.01012E+14,1,Manufacture of synthetic rubber in primary forms,Styrene butadiene latex,20132,Decile 3,INE116A01024
Apex Buildsys Ltd.,55-51603,1993,1.01014E+14,1,Manufacture of basic metals,Metals & metal products,24,Decile 2,INE040E01028
Apex Frozen Foods Ltd.,01-80067,2012,1.01011E+14,1,Processing and preserving of fish crustacean and similar foods,"Fish, frozen",10204,Decile 2,INE346W01013
Apis India Ltd.,55-164048,1983,1.01011E+14,1,Bee-keeping and production of honey and beeswax,Honey,1492,Decile 4,INE070K01014
Aplab Ltd.,11-13018,1964,1.01014E+14,1,"Manufacture of measuring, testing, navigating and control equipment",Control instrumentation & industrial electronics,2651,Decile 5,INE273A01015
Aplaya Creations Ltd.,55-332121,1983,1.0104E+14,1,"Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.",Retail trade in apparels (readymade garments),47711,Decile 7,INE099M01027
